name,description,PCS/SET/DOZ,PRICE PER,,PRICE,PRICE ,UNIT,,,price,,,isHidden,shopId,categoryId
Style Basin 50 (Colour),( 1 * 30 pcs ),30,"  63,559 ","  11,441 ","  75,000 ","  2,500 ",PC,  0.15 ,"  11,250 ","86,250.00","  11,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Style Basin 50 (D/Colour),( 1 * 30 pcs ),30,"  71,186 ","  12,814 ","  84,000 ","  2,800 ",PC,  0.15 ,"  12,600 ","96,600.00","  12,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Basin 45 (Colour),( 1 * 50 pcs ),50,"  84,746 ","  15,254 ","  100,000 ","  2,000 ",PC,  0.15 ,"  15,000 ","115,000.00","  15,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Tub (Colour),( 1 * 12 pcs ),12,"  83,898 ","  15,102 ","  99,000 ","  8,250 ",PC,  0.15 ,"  14,850 ","113,850.00","  14,850 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Tub (Double Colour),( 1 * 12 pcs ),12,"  91,525 ","  16,475 ","  108,000 ","  9,000 ",PC,  0.15 ,"  16,200 ","124,200.00","  16,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Tub Black,( 1 * 12 pcs ),12,"  81,356 ","  14,644 ","  96,000 ","  8,000 ",PC,  0.15 ,"  14,400 ","110,400.00","  14,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Tub big 150L (Colour),( 1 * 6 pcs ),6,"  105,254 ","  18,946 ","  124,200 ","  20,700 ",PC,  0.15 ,"  18,630 ","142,830.00","  18,630 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Tub big 150L(Double Colour),( 1 * 6 pcs ),6,"  110,339 ","  19,861 ","  130,200 ","  21,700 ",PC,  0.15 ,"  19,530 ","149,730.00","  19,530 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wash Basin (Transparent),( 1 * 48 pcs ),48,"  42,712 ","  7,688 ","  50,400 ","  1,050 ",PC,  0.15 ,"  7,560 ","57,960.00","  7,560 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wash Basin 220,( 1 * 48 pcs ),48,"  42,712 ","  7,688 ","  50,400 ","  1,050 ",PC,  0.15 ,"  7,560 ","57,960.00","  7,560 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
RAINBOW 4-TRANSPARENT,( 1x56 pcs ),56,"  56,949 ","  10,251 ","  67,200 ","  1,200 ",PC,  0.15 ,"  10,080 ","77,280.00","  10,080 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
BINGWA 45 -TRANSPARENT,( 1x36 pcs ),36,"  100,678 ","  18,122 ","  118,800 ","  3,300 ",PC,  0.15 ,"  17,820 ","136,620.00","  17,820 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Spiral Basin-14 (D/Colour),( 1 * 60 pcs ),60,"  76,271 ","  13,729 ","  90,000 ","  1,500 ",PC,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Ruby Basin,( 1 * 72 pcs ),72,"  70,169 ","  12,631 ","  82,800 ","  1,150 ",PC,  0.15 ,"  12,420 ","95,220.00","  12,420 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Basin,( 1 * 24 pcs ),24,"  120,000 ","  21,600 ","  141,600 ","  5,900 ",PC,  0.15 ,"  21,240 ","162,840.00","  21,240 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Bath Tub,( 1 * 12 pcs ),12,"  76,271 ","  13,729 ","  90,000 ","  7,500 ",PC,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bath Stool,( 1 * 20 pcs ),20,"  67,797 ","  12,203 ","  80,000 ","  4,000 ",PC,  0.15 ,"  12,000 ","92,000.00","  12,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bath Tub - fish design,( 1 * 12 pcs ),12,"  77,288 ","  13,912 ","  91,200 ","  7,600 ",PC,  0.15 ,"  13,680 ","104,880.00","  13,680 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Brush 2,( 1 * 10 doz ),10,"  92,373 ","  16,627 ","  109,000 ","  10,900 ",DOZ,  0.15 ,"  16,350 ","125,350.00","  16,350 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Micky Bath Tub,( 1 * 24 pcs ),24,"  120,000 ","  21,600 ","  141,600 "," 5,900 ",PC,  0.15 ,"  21,240 ","162,840.00","  21,240 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Shower Soap dish,(1 * 10 doz),10,"  47,458 ","  8,542 ","  56,000 ","  5,600 ",DOZ,  0.15 ,"  8,400 ","64,400.00","  8,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Soap Dish - Star,( 1 * 12 doz ),12,"  46,780 ","  8,420 ","  55,200 ","  4,600 ",DOZ,  0.15 ,"  8,280 ","63,480.00","  8,280 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Soap dish 1 ( Oval ),( 1 * 12 doz ),12,"  35,593 ","  6,407 ","  42,000 ","  3,500 ",DOZ,  0.15 ,"  6,300 ","48,300.00","  6,300 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Soap dish 2 ( Square ),( 1 * 12 doz ),12,"  37,627 ","  6,773 ","  44,400 ","  3,700 ",DOZ,  0.15 ,"  6,660 ","51,060.00","  6,660 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Soap dish 3,( 1 * 18 doz ),18,"  35,085 ","  6,315 ","  41,400 ","  2,300 ",DOZ,  0.15 ,"  6,210 ","47,610.00","  6,210 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Soap Dish Open,( 1 * 16 doz ) ,16,"  35,254 ","  6,346 ","  41,600 ","  2,600 ",DOZ,  0.15 ,"  6,240 ","47,840.00","  6,240 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Soap Dish,( 1 * 12 doz ),12,"  46,780 ","  8,420 ","  55,200 ","  4,600 ",DOZ,  0.15 ,"  8,280 ","63,480.00","  8,280 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Soap Dish 4,( 1 * 12 doz ),12,"  46,780 ","  8,420 ","  55,200 ","  4,600 ",DOZ,  0.15 ,"  8,280 ","63,480.00","  8,280 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Twin Soap Dish,( 1 * 48 pcs ),48,"  21,153 ","  3,807 ","  24,960 ", 520 ,PC,  0.15 ,"  3,744 ","28,704.00","  3,744 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Victory Tub,( 1 * 12 pcs ),12,"  98,644 ","  17,756 ","  116,400 ","  9,700 ",PC,  0.15 ,"  17,460 ","133,860.00","  17,460 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Sofa ABC Chair,( 1 * 24 pcs ),24,"  118,644 ","  21,356 ","  140,000 ","  5,833 ",PC,  0.15 ,"  21,000 ","160,999.91","  21,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Sofa Micky Chair,( 1 * 24 pcs ),24,"  122,034 ","  21,966 ","  144,000 ","  6,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Sofa Helicopter Chair,( 1 * 24 pcs ),24,"  122,034 ","  21,966 ","  144,000 ","  6,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Sofa Baby Potty (Plain),( 1 * 24 pcs ),24,"  101,695 ","  18,305 ","  120,000 ","  5,000 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Sofa Micky Potty Chair,( 1 * 24 pcs ),24,"  111,864 ","  20,136 ","  132,000 ","  5,500 ",PC,  0.15 ,"  19,800 ","151,800.00","  19,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Shoppi,( 1 * 60 pcs ),60,"  43,220 ","  7,780 ","  51,000 ",  850 ,PC,  0.15 ,"  7,650 ","58,650.00","  7,650 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Enjoy Basket,( 1 * 24 pcs ),24,"  145,424 ","  26,176 ","  171,600 ","  7,150 ",PC,  0.15 ,"  25,740 ","197,340.00","  25,740 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fruit Basket 1-Round -Small,(1 * 30 pcs ),30,"  38,136 ","  6,864 ","  45,000 ","  1,500 ",PC,  0.15 ,"  6,750 ","51,750.00","  6,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fruit Basket 2 -Round - Big,(1 * 30 pcs ),30,"  45,763 ","  8,237 ","  54,000 ","  1,800 ",pc,  0.15 ,"  8,100 ","62,100.00","  8,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fruit basket 20/23/27cm,(1 * 15 sets),15,"  25,424 ","  4,576 ","  30,000 ","  2,000 ",SET,  0.15 ,"  4,500 ","34,500.00","  4,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fruit basket 25/30 with tray,(1 * 15 sets ),15,"  38,136 ","  6,864 ","  45,000 ","  3,000 ",SET,  0.15 ,"  6,750 ","51,750.00","  6,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fruity Basket 1,( 1 * 48 pcs ),48,"  48,814 ","  8,786 ","  57,600 ","  1,200 ",PC,  0.15 ,"  8,640 ","66,240.00","  8,640 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fruity Basket 2,( 1 * 48 pcs ),48,"  85,424 ","  15,376 ","  100,800 ","  2,100 ",PC,  0.15 ,"  15,120 ","115,920.00","  15,120 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Hand Basket,( 1 * 60 pcs ),60,"  66,102 ","  11,898 ","  78,000 ","  1,300 ",PC,  0.15 ,"  11,700 ","89,700.00","  11,700 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fancy Laundry Basket,( 1 * 12 pcs ),12,"  108,814 ","  19,586 ","  128,400 ","  10,700 ",PC,  0.15 ,"  19,260 ","147,660.00","  19,260 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Laundry Basket - Big,( 1 * 12 pcs ),12,"  87,458 ","  15,742 ","  103,200 ","  8,600 ",PC,  0.15 ,"  15,480 ","118,680.00","  15,480 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Laundry Basket - Big,( 1 * 12 pcs ),12,"  63,559 ","  11,441 ","  75,000 ","  6,250 ",PC,  0.15 ,"  11,250 ","86,250.00","  11,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Laundry Basket - Medium,( 1 * 12 pcs ),12,"  67,119 ","  12,081 ","  79,200 ","  6,600 ",PC,  0.15 ,"  11,880 ","91,080.00","  11,880 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Laundry Basket - small- Black,( 1 * 20 pcs ),20,"  67,797 ","  12,203 ","  80,000 ","  4,000 ",PC,  0.15 ,"  12,000 ","92,000.00","  12,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Laundry Basket - small,( 1 * 20 pcs ),20,"  86,441 ","  15,559 ","  102,000 ","  5,100 ",PC ,  0.15 ,"  15,300 ","117,300.00","  15,300 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Multimate Basket,( 1 * 24 pcs ),24,"  111,864 ","  20,136 ","  132,000 ","  5,500 ",PC,  0.15 ,"  19,800 ","151,800.00","  19,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Oval Basket,( 1 * 48 pcs ),48,"  69,153 ","  12,447 ","  81,600 ","  1,700 ",PC,  0.15 ,"  12,240 ","93,840.00","  12,240 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rectangular Basket 29, (1 * 60pcs ),60,"  50,847 ","  9,153 ","  60,000 ","  1,000 ",PC,  0.15 ,"  9,000 ","69,000.00","  9,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rectangular Basket 32,( 1 * 60 pcs ),60,"  68,644 ","  12,356 ","  81,000 ","  1,350 ",PC,  0.15 ,"  12,150 ","93,150.00","  12,150 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rich Basket,( 1 * 30 pcs ),30,"  69,915 ","  12,585 ","  82,500 ","  2,750 ",PC,  0.15 ,"  12,375 ","94,875.00","  12,375 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rio 2 Basket - big,( 1 * 18 pcs ),18,"  132,712 ","  23,888 ","  156,600 ","  8,700 ",PC,  0.15 ,"  23,490 ","180,090.00","  23,490 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rio Laundry Basket,( 1 * 12 pcs ),12,"  68,136 ","  12,264 ","  80,400 ","  6,700 ",PC,  0.15 ,"  12,060 ","92,460.00","  12,060 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Shoppi 1 ( Vikapu ndogo ),(1 * 50 pcs),50,"  55,932 ","  10,068 ","  66,000 ","  1,320 ",PC,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Shoppi 2,( 1 * 18 pcs ),18,"  64,068 ","  11,532 ","  75,600 ","  4,200 ",PC,  0.15 ,"  11,340 ","86,940.00","  11,340 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Valentine Basket ( Big ),( 1 * 30 pcs ),30,"  57,203 ","  10,297 ","  67,500 ","  2,250 ",PC,  0.15 ,"  10,125 ","77,625.00","  10,125 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Valentine Basket ( small ),( 1 * 50 pcs ),50,"  59,322 ","  10,678 ","  70,000 ","  1,400 ",PC,  0.15 ,"  10,500 ","80,500.00","  10,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Yo Yo Basket 1 ( small ),( 1 * 36 pcs ),36,"  57,966 ","  10,434 ","  68,400 ","  1,900 ",PC,  0.15 ,"  10,260 ","78,660.00","  10,260 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Yo Yo Basket 2 ( big ),( 1 * 36 pcs ),36,"  80,847 ","  14,553 ","  95,400 ","  2,650 ",PC,  0.15 ,"  14,310 ","109,710.00","  14,310 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Roma Drainer,( 1 * 30 pcs ),30,"  99,153 ","  17,847 ","  117,000 ","  3,900 ",PC,  0.15 ,"  17,550 ","134,550.00","  17,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Vegetable Chips Basket,( 1 * 60 pcs ),60,"  36,610 ","  6,590 ","  43,200 ",  720 ,PC,  0.15 ,"  6,480 ","49,680.00","  6,480 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Ruby's MAGIC Tray,( 1 * 8 pcs ),8,"  37,288 ","  6,712 ","  44,000 ","  5,500 ",PC,  0.15 ,"  6,600 ","50,600.00","  6,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Milano Basket,( 1 * 12 pcs ),12,"  110,169 ","  19,831 ","  130,000 ","  10,833 ",PC,  0.15 ,"  19,500 ","149,499.95","  19,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Milano Basket-Big,( 1 * 6 pcs ),6,"  63,559 ","  11,441 ","  75,000 ","  12,500 ",PC,  0.15 ,"  11,250 ","86,250.00","  11,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bucket 100,( 1 * 30 pcs ),30,"  91,525 ","  16,475 ","  108,000 ","  3,600 ",PC,  0.15 ,"  16,200 ","124,200.00","  16,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bucket 20 Litre House Hold,(1 * 1 pc),1,"  4,407 ",  793 ,"  5,200 ","  5,200 ",PC,  0.15 ,  780 ,"5,980.00",  780 ,#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bucket 4.5 Litre - Household,( 1 * 30 pcs ),30,"  53,390 ","  9,610 ","  63,000 ","  2,100 ",PC,  0.15 ,"  9,450 ","72,450.00","  9,450 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 11 Litres,( 1 * 20 pcs ),20,"  55,932 ","  10,068 ","  66,000 ","  3,300 ",PC,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 11Ltrs-transparent,( 1 * 20 pcs ),20,"  55,932 ","  10,068 ","  66,000 ","  3,300 ",PC,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 13 Litres,( 1 * 20 pcs ),20,"  65,254 ","  11,746 ","  77,000 ","  3,850 ",PC,  0.15 ,"  11,550 ","88,550.00","  11,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 13Ltrs-transparent,( 1 * 20 pcs ),20,"  65,254 ","  11,746 ","  77,000 ","  3,850 ",PC,  0.15 ,"  11,550 ","88,550.00","  11,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 16 Litres,( 1 * 20 pcs ),20,"  74,576 ","  13,424 ","  88,000 ","  4,400 ",PC,  0.15 ,"  13,200 ","101,200.00","  13,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 16Ltrs-transparent,( 1 * 20 pcs ),20,"  74,576 ","  13,424 ","  88,000 ","  4,400 ",PC,  0.15 ,"  13,200 ","101,200.00","  13,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 18 Litres,( 1 * 18 pcs ),18,"  75,508 ","  13,592 ","  89,100 ","  4,950 ",PC,  0.15 ,"  13,365 ","102,465.00","  13,365 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 18Ltrs-transparent,( 1 * 18 pcs ),18,"  75,508 ","  13,592 ","  89,100 ","  4,950 ",PC,  0.15 ,"  13,365 ","102,465.00","  13,365 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 18 Ltr with Tape,( 1 * 20 pcs ),20,"  102,542 ","  18,458 ","  121,000 ","  6,050 ",PC,  0.15 ,"  18,150 ","139,150.00","  18,150 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe bucket 2 litres,( 1 * 36 pcs ),36,"  32,034 ","  5,766 ","  37,800 ","  1,050 ",PC,  0.15 ,"  5,670 ","43,470.00","  5,670 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 2Ltrs-transparent,( 1 * 36 pcs ),36,"  32,034 ","  5,766 ","  37,800 ","  1,050 ",PC,  0.15 ,"  5,670 ","43,470.00","  5,670 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 20 Litres,( 1 * 18 pcs ),18,"  73,220 ","  13,180 ","  86,400 ","  4,800 ",PC,  0.15 ,"  12,960 ","99,360.00","  12,960 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 20Ltrs-transparent,( 1 * 18 pcs ),18,"  80,847 ","  14,553 ","  95,400 ","  5,300 ",PC,  0.15 ,"  14,310 ","109,710.00","  14,310 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 20Ltrs-(D/COLOUR),( 1 * 18 pcs ),18,"  76,271 ","  13,729 ","  90,000 ","  5,000 ",PC,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 20 Ltr with Tape,( 1 * 20 pcs ),20,"  108,475 ","  19,525 ","  128,000 ","  6,400 ",PC,  0.15 ,"  19,200 ","147,200.00","  19,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 3 Litres,( 1 * 36 pcs ),36,"  48,814 ","  8,786 ","  57,600 ","  1,600 ",PC,  0.15 ,"  8,640 ","66,240.00","  8,640 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 3 Ltrs-transparent,( 1 * 36 pcs ),36,"  48,814 ","  8,786 ","  57,600 ","  1,600 ",PC,  0.15 ,"  8,640 ","66,240.00","  8,640 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 5 Litres,( 1 * 36 pcs ),36,"  64,068 ","  11,532 ","  75,600 ","  2,100 ",PC,  0.15 ,"  11,340 ","86,940.00","  11,340 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Deluxe Bucket 5Ltrs-transparent,( 1 * 36 pcs ),36,"  64,068 ","  11,532 ","  75,600 ","  2,100 ",PC,  0.15 ,"  11,340 ","86,940.00","  11,340 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Frosty Bucket 11 Litres,( 1 * 20 pcs ),20,"  55,932 ","  10,068 ","  66,000 ","  3,300 ",PC,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
